term_desc,Year,Emplid,academic_organization_desc,subject,Catalog_Nbr,course_id,class_nbr,ssr_component,Primary_Component_Ind,Enrollment_Capacity,Total_Over_Capacity,Instruction_Mode_Desc,Instructor_Role
Winter,2022,10185064,Faculty of Science,DATA,305,163975,16167,LEC,Y,60,0.933333333,In Person,PI
Fall,2018,0,Dept of Chemistry,CHEM,351,104832,70363,TUT,N,34,0.529411765,In Person,
Winter,2021,10031885,Dept of Biological Sciences,CMMB,528B,150053,16049,LAB,Y,1,14,In Person,PI
Fall,2018,0,Dept of Physics & Astronomy,PHYS,211,132690,70824,LAB,N,15,1,In Person,
Fall,2019,0,Dept of Biological Sciences,BIOL,311,103211,70231,LAB,N,25,1,In Person,
Spring,2022,0,Dept of Chemistry,CHEM,201,104793,1082,LAB,N,20,1,In Person,
Fall,2021,4166110,Dept of Math & Stats,MATH,603,162987,72606,LEC,Y,15,0.933333333,Web-Based Instruction,PI
Winter,2019,0,Dept of Physics & Astronomy,PHYS,223,132698,11445,LAB,N,24,0.791666667,In Person,
Winter,2021,0,Dept of Math & Stats,STAT,217,139102,10072,LAB,N,30,0.966666667,Web-Based Instruction,
Fall,2019,0,Dept of Biological Sciences,BCEM,443,102725,75795,TUT,N,18,1,In Person,
Fall,2021,0,Dept of Chemistry,CHEM,669,150047,74739,LEC,Y,15,0.066666667,Web-Based Instruction,
Fall,2019,30103562,Dept of Computer Science,CPSC,457,107231,72032,TUT,N,24,0.916666667,In Person,TA
Fall,2020,4037468,Dept of Biological Sciences,ZOOL,697,162597,76582,LEC,Y,25,0.04,In Person,AL
Spring,2021,0,Dept of Computer Science,CPSC,355,161194,30430,TUT,N,24,0.875,Web-Based Instruction,
Winter,2020,0,Dept of Physics & Astronomy,PHYS,259,132717,19218,LAB,N,24,1,In Person,
Fall,2021,0,Dept of Chemistry,CHEM,209,104797,76002,LAB,N,20,0.7,In Person,
Fall,2021,323526,Dept of Chemistry,NANS,502,161668,73621,LAB,Y,20,0.05,Independent Research,PI
Fall,2019,4037468,Dept of Biological Sciences,ZOOL,597,162563,72236,LEC,Y,25,0.4,In Person,AL
Winter,2020,4299013,Dept of Biological Sciences,BCEM,393,102715,18696,LAB,N,20,1,In Person,TA
Summer,2019,4211772,Dept of Biological Sciences,BCEM,530B,103090,50861,LAB,Y,1,1,Senior Project,PI
Fall,2018,4052594,Dept of Math & Stats,MATH,275,162784,72631,LEC,Y,230,0.97826087,In Person,PI
Spring,2019,0,Dept of Computer Science,CPSC,522,161902,31468,TUT,N,1,1,Independent Study,
Winter,2019,0,Dept of Math & Stats,STAT,217,139102,10123,LAB,N,29,0.965517241,In Person,
Winter,2022,30014891,Dept of Computer Science,CPSC,457,107231,10266,TUT,N,28,0.821428571,In Person,TA
Winter,2022,10093897,Dept of Biological Sciences,CMMB,530B,106018,16514,LAB,Y,1,1,Senior Project,PI
Fall,2017,0,Dept of Chemistry,CHEM,351,104832,70254,LAB,N,20,0.95,In Person,
Fall,2018,0,Dept of Math & Stats,MATH,275,162784,72645,LAB,N,77,0.948051948,In Person,
Winter,2018,4036366,Dept of Math & Stats,MATH,605,162988,13633,LEC,Y,40,0.25,In Person,PI
Fall,2020,10152590,Dept of Math & Stats,MATH,249,125996,70012,LEC,Y,224,0.986607143,Web-Based Instruction,PI
Fall,2021,10188925,Dept of Math & Stats,MATH,211,125983,76191,LEC,Y,100,0.78,Blended Learning,PI
Fall,2018,0,Dept of Biological Sciences,BIOL,241,161654,74346,LAB,N,20,0.05,In Person,
Spring,2018,0,Dept of Chemistry,CHEM,201,104793,30851,LAB,N,20,0.1,In Person,
Winter,2018,30026366,Dept of Math & Stats,MATH,267,162783,12863,TUT,N,92,0.989130435,In Person,PI
Fall,2017,4093065,Faculty of Science,SCIE,502A,136329,77206,LAB,Y,1,1,Independent Research,PI
Spring,2021,0,Dept of Math & Stats,STAT,217,139102,30067,LAB,N,38,1,Web-Based Instruction,
Winter,2018,0,Dept of Physics & Astronomy,PHYS,223,132698,10716,LAB,N,24,0.958333333,In Person,
Fall,2021,0,Dept of Biological Sciences,PLBI,421,162803,72982,LAB,N,24,1,In Person,
Winter,2022,0,Dept of Math & Stats,MATH,211,125983,10009,LAB,N,120,0.991666667,Web-Based Instruction,
Fall,2018,0,Dept of Biological Sciences,BIOL,371,162298,72383,TUT,N,550,0.794545455,Web-Based Instruction,
Winter,2019,4285745,Faculty of Science,CMDA,601,163749,16728,LEC,Y,1,1,Independent Study,PI
Fall,2017,10047724,Dept of Computer Science,CPSC,461,107232,76287,TUT,N,29,1,In Person,TA
Winter,2020,861469,Dept of Computer Science,CPSC,409,107211,24321,LEC,Y,135,0.992592593,In Person,PI
Winter,2019,4044752,Department of Geoscience,GLGY,699,150234,14335,LEC,Y,8,0.5,In Person,PI
Winter,2022,0,Dept of Computer Science,CPSC,351,164538,15727,TUT,N,25,0.76,In Person,
Fall,2021,961922,Dept of Biological Sciences,BIOL,530A,163277,76281,LAB,Y,1,1,Senior Project,PI
Summer,2021,0,Dept of Math & Stats,STAT,323,161983,50196,TUT,N,30,0.9,Web-Based Instruction,
Winter,2018,4045588,Dept of Physics & Astronomy,PHYS,259,132717,10748,LEC,Y,200,0.91,In Person,PI
Winter,2018,4092924,Department of Geoscience,GLGY,510B,150233,16858,LAB,Y,1,1,Independent Study,PI
Winter,2018,30004319,Dept of Math & Stats,STAT,533,162022,15538,TUT,N,30,0.833333333,In Person,PI
Winter,2021,0,Dept of Chemistry,CHEM,203,104794,10998,LAB,N,20,0.95,Web-Based Instruction,
Winter,2018,0,Dept of Chemistry,CHEM,203,104794,11333,LAB,N,20,1,In Person,
Fall,2021,4076818,Dept of Physics & Astronomy,PHYS,221,132696,71332,LAB,N,1,1,Web-Based Instruction,PI
Fall,2021,10167991,Department of Geoscience,GLGY,201,122140,70437,LAB,N,20,1,In Person,PI
Winter,2018,0,Dept of Chemistry,CHEM,353,104833,13152,LAB,N,20,0.4,In Person,
Winter,2020,30069615,Dept of Math & Stats,STAT,213,139100,18655,LAB,N,30,1,In Person,PI
Fall,2019,30072868,Dept of Math & Stats,MATH,265,162782,72394,LAB,N,60,0.983333333,In Person,TA
Fall,2017,271327,Dept of Computer Science,CPSC,331,107198,70361,TUT,N,30,1,In Person,TA
Spring,2021,0,Dept of Math & Stats,MATH,249,125996,30050,LAB,N,50,0.82,Web-Based Instruction,
Winter,2018,30024151,Dept of Math & Stats,MATH,249,125996,10027,LAB,N,65,1,In Person,PI
Winter,2018,10182397,Department of Geoscience,GLGY,445,162977,14604,LEC,Y,108,0.972222222,In Person,AL
Winter,2022,4124335,Dept of Chemistry,CHEM,599,160606,16759,LEC,Y,35,0.114285714,In Person,PI
Fall,2017,10181315,Dept of Biological Sciences,ZOOL,507,150488,77403,LAB,Y,1,1,Independent Study,PI
Winter,2022,0,Dept of Physics & Astronomy,PHYS,229,164372,13429,LAB,N,24,0.708333333,In Person,
Spring,2020,10009882,Department of Geoscience,GLGY,209,122143,30086,LEC,Y,300,0.896666667,Web-Based Instruction,PI
Winter,2019,0,Dept of Physics & Astronomy,PHYS,259,132717,10786,LAB,N,24,0.833333333,In Person,
Winter,2019,10109460,Dept of Biological Sciences,CMMB,530B,106018,15949,LAB,Y,15,0.733333333,In Person,AL
Winter,2020,10028494,Department of Geoscience,GLGY,699,150234,25194,LEC,Y,10,0.5,In Person,PI
Fall,2018,0,Dept of Chemistry,CHEM,351,104832,71442,LAB,N,20,0.85,In Person,
Fall,2021,10167991,Department of Geoscience,GLGY,201,122140,75805,LAB,N,20,1,In Person,PI
Winter,2021,985073,Dept of Physics & Astronomy,PHYS,691.14,162751,11972,SEM,Y,5,0.2,Web-Based Instruction,PI
Winter,2021,0,Dept of Physics & Astronomy,PHYS,259,132717,10586,LAB,N,22,1.045454545,Web-Based Instruction,
Winter,2019,4184909,Dept of Biological Sciences,CMMB,561,106024,10340,LEC,Y,27,0.703703704,In Person,PI
Fall,2017,4044067,Dept of Math & Stats,MATH,635,163075,75842,LEC,Y,30,0.2,In Person,PI
Winter,2022,10158108,Dept of Computer Science,CPSC,594B,107302,10790,LEC,Y,30,0.633333333,Web-Based Instruction,PI
Winter,2019,0,Dept of Chemistry,CHEM,209,104797,10252,TUT,N,40,1,In Person,
Spring,2022,0,Dept of Biological Sciences,BCEM,393,102715,1930,LAB,N,20,0.35,In Person,
Winter,2020,0,Dept of Chemistry,CHEM,203,104794,19884,TUT,N,100,0.95,In Person,
Winter,2018,4042389,Dept of Math & Stats,PMAT,319,132991,10048,LEC,Y,34,0.970588235,In Person,PI
Winter,2018,10062368,Dept of Computer Science,CPSC,359,162328,12323,TUT,N,25,0.92,In Person,TA
Spring,2020,10146049,Dept of Chemistry,CHEM,701,150049,31478,LEC,Y,2,0.5,Web-Based Instruction,PI
Winter,2022,0,Dept of Chemistry,CHEM,201,104793,10896,LAB,N,20,1,In Person,
Fall,2017,0,Dept of Biological Sciences,BIOL,311,103211,70203,LAB,N,25,0.96,In Person,
Fall,2021,4055326,Dept of Biological Sciences,BIOL,205,103188,70121,LEC,Y,244,0.967213115,Web-Based Instruction,AL
Winter,2018,4286742,Department of Geoscience,GLGY,510B,150233,16863,LAB,Y,1,1,Independent Study,PI
Winter,2021,0,Dept of Biological Sciences,BCEM,393,102715,10108,LAB,N,20,1,Web-Based Instruction,
Fall,2017,10176294,Dept of Biological Sciences,ECOL,413,108943,70397,LAB,Y,20,0.8,In Person,AL
Spring,2019,0,Dept of Chemistry,CHEM,353,104833,30891,TUT,N,26,0.884615385,In Person,
Winter,2019,4051504,Dept of Biological Sciences,CMMB,528B,150053,16314,LAB,Y,1,1,Independent Study,AL
Fall,2020,0,Dept of Biological Sciences,BIOL,241,161654,71509,LAB,N,24,1,Web-Based Instruction,
Fall,2021,4110900,Dept of Biological Sciences,BIOL,530A,163277,77093,LAB,Y,1,1,Senior Project,PI
Fall,2017,954691,Faculty of Science,SCIE,403,160814,71723,LEC,Y,85,0.941176471,In Person,PI
Fall,2019,4204913,Dept of Math & Stats,MATH,375,162787,72666,LEC,Y,200,0.99,In Person,PI
Winter,2020,0,Dept of Chemistry,CHEM,203,104794,19646,LAB,N,20,0.95,In Person,
Winter,2018,4002355,Dept of Biological Sciences,CMMB,507,150052,17361,LAB,Y,1,1,Independent Study,AL
Fall,2018,0,Dept of Chemistry,CHEM,203,104794,71256,LAB,N,20,1,In Person,
Fall,2020,30070044,Dept of Computer Science,CPSC,355,161194,72697,TUT,N,28,1,Web-Based Instruction,TA
Fall,2019,0,Dept of Physics & Astronomy,PHYS,211,132690,70734,LAB,N,15,1,In Person,
Spring,2018,10075802,Dept of Computer Science,CPSC,355,161194,31134,LEC,Y,100,0.63,In Person,PI
Winter,2019,0,Dept of Biological Sciences,CMMB,527,105593,10338,LAB,N,20,1,In Person,
Winter,2019,0,Dept of Chemistry,CHEM,203,104794,11238,LAB,N,20,1,In Person,
Spring,2018,30005949,Dept of Math & Stats,ACSC,325,100089,30114,TUT,N,40,0.8,In Person,PI
Fall,2018,10001592,Dept of Physics & Astronomy,PHYS,449,132762,75838,LEC,Y,55,0.581818182,In Person,PI
Winter,2018,10009882,Department of Geoscience,GLGY,202,162255,12426,LAB,N,18,0.944444444,In Person,PI
Winter,2022,0,Dept of Biological Sciences,ZOOL,463,139505,11335,LAB,N,24,0.583333333,In Person,
Spring,2018,30050507,Dept of Math & Stats,MATH,211,125983,30112,TUT,N,50,0.94,In Person,PI
Winter,2020,30071287,Dept of Math & Stats,STAT,217,139102,18648,LAB,N,30,1,In Person,PI
Spring,2022,0,Dept of Computer Science,DATA,201,163972,1702,LAB,N,25,0.84,In Person,
Fall,2017,10051839,Dept of Computer Science,CPSC,217,160416,71556,TUT,N,25,1,In Person,TA
Fall,2020,0,Dept of Chemistry,CHEM,201,104793,70952,LAB,N,20,1,Web-Based Instruction,
Winter,2022,0,Dept of Physics & Astronomy,PHYS,259,132717,10549,LAB,N,100,0.82,In Person,
Fall,2018,4069678,Department of Geoscience,GLGY,577,122310,73185,LAB,N,14,1,In Person,AL
Winter,2021,0,Dept of Biological Sciences,ZOOL,581,163531,15754,LAB,N,25,0.96,Web-Based Instruction,
Winter,2020,0,Dept of Biological Sciences,BIOL,601.04,104062,18734,SEM,Y,50,0.4,In Person,
Winter,2020,10031885,Dept of Biological Sciences,CMMB,528B,150053,25093,LAB,Y,1,1,Independent Study,PI
Fall,2017,10001705,Dept of Biological Sciences,CMMB,528A,150499,77180,LAB,Y,1,1,Independent Study,PI
Fall,2017,10029591,Dept of Math & Stats,AMAT,581,100192,74733,LEC,Y,35,0.171428571,In Person,PI
Winter,2020,0,Dept of Biological Sciences,CMMB,507,150052,25537,LAB,Y,1,1,Independent Study,
Spring,2022,10191216,Department of Geoscience,GLGY,201,122140,2093,LEC,Y,72,0.583333333,In Person,PI
Fall,2018,0,Dept of Chemistry,CHEM,351,104832,70343,LAB,N,20,1,In Person,
Winter,2018,30049671,Dept of Math & Stats,STAT,205,162564,12572,TUT,N,33,1,In Person,PI
Fall,2020,4204905,Dept of Math & Stats,STAT,421,139137,70075,LEC,Y,60,0.533333333,Web-Based Instruction,PI
Fall,2017,289476,Department of Geoscience,GLGY,471,122209,70628,LAB,N,22,1,In Person,PI
Winter,2018,0,Dept of Biological Sciences,BIOL,601.06,104064,10206,SEM,Y,50,0.38,In Person,
Fall,2021,4185501,Dept of Physics & Astronomy,ASPH,401,102651,73047,LEC,Y,40,0.9,In Person,PI
Winter,2019,4051504,Dept of Biological Sciences,BCEM,530B,103090,15947,LAB,Y,18,0.833333333,In Person,AL
Fall,2020,4060445,Dept of Chemistry,CHEM,559,104927,73032,TUT,N,20,0.85,Web-Based Instruction,PI
Fall,2019,10054553,Dept of Chemistry,NANS,301,161067,71276,LEC,Y,90,0.555555556,In Person,AL
Winter,2018,337385,Bach of Health Sciences Office,BIOL,515,103454,10203,LEC,Y,20,0.25,In Person,SI
Fall,2021,0,Dept of Biological Sciences,BIOL,241,161654,71370,LAB,N,24,0.958333333,Web-Based Instruction,
Winter,2020,4187102,Dept of Computer Science,SENG,607,160731,23597,LEC,Y,25,0.4,In Person,PI
Spring,2022,0,Dept of Computer Science,CPSC,217,160416,1448,TUT,N,24,0.916666667,In Person,
Winter,2022,10187225,Dept of Computer Science,DATA,211,163976,16843,LEC,Y,124,0.39516129,In Person,PI
Fall,2018,0,Dept of Chemistry,CHEM,209,104797,71123,LAB,N,20,0.95,In Person,
Fall,2021,0,Dept of Math & Stats,MATH,391,163990,73078,TUT,N,60,0.95,In Person,
Winter,2018,10075697,Dept of Computer Science,CPSC,203,107154,10316,TUT,N,25,0.8,In Person,TA
Fall,2019,4126439,Dept of Computer Science,CPSC,359,162328,71965,LEC,Y,115,0.686956522,In Person,PI
Winter,2018,10182227,Department of Geoscience,GLGY,403,162985,13506,LAB,N,18,0.5,In Person,PI
Fall,2021,4061969,Dept of Math & Stats,MATH,211,125983,76793,LEC,Y,120,0.841666667,Web-Based Instruction,PI
Fall,2021,0,Dept of Computer Science,CPSC,217,160416,70660,TUT,N,24,0.958333333,Web-Based Instruction,
Winter,2021,0,Dept of Biological Sciences,BIOL,313,103213,12247,LAB,N,22,0.909090909,Web-Based Instruction,
Fall,2018,0,Dept of Biological Sciences,PLBI,403,162802,72768,LAB,N,18,1,In Person,
Fall,2019,10181296,Dept of Chemistry,CHEM,599,160606,76326,LEC,Y,15,0.8,In Person,PI
Fall,2020,0,Dept of Chemistry,CHEM,531,104919,73088,TUT,N,65,0.8,Web-Based Instruction,
Winter,2021,0,Dept of Physics & Astronomy,PHYS,259,132717,12454,LAB,N,22,1.045454545,Web-Based Instruction,
Fall,2019,10010527,Dept of Chemistry,CHEM,321,161592,71409,LEC,Y,240,0.6625,In Person,PI
Winter,2018,0,Dept of Chemistry,CHEM,353,104833,10246,LAB,N,20,1,In Person,
Winter,2021,10187315,Dept of Math & Stats,ACSC,531,163274,12575,LEC,Y,30,0.466666667,Web-Based Instruction,PI
Winter,2022,10176416,Dept of Biological Sciences,CMMB,530B,106018,16516,LAB,Y,1,1,Senior Project,PI
Spring,2019,10031885,Dept of Biological Sciences,CMMB,507,150052,31488,LAB,Y,3,0.666666667,Independent Study,PI
Fall,2021,0,Faculty of Science,SCIE,317,163967,73569,TUT,N,20,0.65,In Person,
Fall,2018,0,Dept of Biological Sciences,BIOL,241,161654,71799,LAB,N,24,1,In Person,
Fall,2018,10063313,Department of Geoscience,GLGY,201,122140,70646,LAB,N,18,1,In Person,PI
Winter,2021,4285745,Faculty of Science,CMDA,603,163750,15034,LAB,Y,10,0.3,In Person,PI
Fall,2020,0,Dept of Biological Sciences,BIOL,241,161654,71470,LAB,N,24,0.958333333,Web-Based Instruction,
Fall,2017,10141209,Department of Geoscience,GLGY,493,162979,74756,LEC,Y,140,0.8,In Person,PI
Fall,2019,10063313,Department of Geoscience,GLGY,510A,150511,76706,LAB,Y,1,1,Independent Study,PI
Fall,2019,0,Dept of Biological Sciences,BIOL,241,161654,71686,LAB,N,24,1,In Person,
Fall,2017,4152465,Dept of Computer Science,CPSC,583,161196,76031,LEC,Y,50,1,In Person,PI
Fall,2018,0,Dept of Biological Sciences,BIOL,311,103211,70279,LAB,N,25,1,In Person,
Fall,2018,0,Dept of Chemistry,CHEM,209,104797,71125,LAB,N,20,1,In Person,
Fall,2018,0,Dept of Math & Stats,STAT,213,139100,70145,LAB,N,30,1,In Person,
Fall,2021,4195602,Dept of Physics & Astronomy,PHYS,341,132737,70587,LEC,Y,112,0.875,In Person,PI
Spring,2019,4263326,Dept of Chemistry,CHEM,353,104833,30145,LEC,Y,80,0.95,In Person,PI
Fall,2018,4062137,Dept of Math & Stats,MATH,600A,163155,73293,SEM,Y,15,1.133333333,In Person,PI
Spring,2018,10181315,Dept of Biological Sciences,ZOOL,507,150488,31418,LAB,Y,1,1,Independent Study,PI
Winter,2018,30028476,Dept of Computer Science,CPSC,335,107201,10337,TUT,N,25,0.56,In Person,TA
Winter,2020,10058412,Dept of Chemistry,CHEM,203,104794,18741,LEC,Y,220,0.95,In Person,PI
Winter,2020,30040266,Dept of Computer Science,CPSC,319,161617,20114,TUT,N,29,0.862068966,In Person,TA
Fall,2020,0,Dept of Math & Stats,STAT,321,162789,72166,TUT,N,30,1,Web-Based Instruction,
Winter,2021,10189286,Dept of Computer Science,CPSC,599,150074,16922,LEC,Y,25,1,Web-Based Instruction,PI
Fall,2017,30046434,Dept of Computer Science,CPSC,355,161194,71755,TUT,N,25,1,In Person,TA
Spring,2021,0,Dept of Math & Stats,MATH,375,162787,30222,TUT,N,60,1,Web-Based Instruction,
Winter,2019,4220535,Dept of Math & Stats,MATH,493,163997,15754,LEC,Y,40,0.275,In Person,PI
Fall,2018,0,Dept of Math & Stats,MATH,275,162784,72640,LAB,N,76,0.986842105,In Person,
Spring,2019,0,Dept of Math & Stats,MATH,375,162787,30328,TUT,N,60,0.983333333,In Person,
Winter,2018,30025135,Dept of Math & Stats,AMAT,415,100154,10013,TUT,N,30,0.766666667,In Person,PI
Winter,2022,0,Dept of Chemistry,CHEM,353,104833,10185,LAB,N,20,0.7,In Person,
Winter,2021,4131185,Dept of Biological Sciences,BCEM,530B,103090,16042,LAB,Y,1,9,In Person,PI
Fall,2019,30069472,Dept of Math & Stats,MATH,249,125996,70081,LAB,N,56,0.964285714,In Person,TA
Fall,2020,0,Dept of Math & Stats,STAT,213,139100,70038,LAB,N,30,0.966666667,Web-Based Instruction,
Winter,2019,10009021,Department of Geoscience,GLGY,701,122398,10598,LAB,Y,1,1,Independent Study,PI
Winter,2021,0,Dept of Chemistry,CHEM,433,164366,14058,LAB,N,20,0.85,In Person,
Winter,2021,10102758,Dept of Biological Sciences,ZOOL,530B,139995,16057,LAB,Y,1,5,Senior Project,PI
Winter,2022,10191106,Dept of Math & Stats,STAT,205,162564,11635,LEC,Y,180,1,In Person,PI
Spring,2019,0,Dept of Biological Sciences,MRSC,501,150311,31479,LAB,N,5,1,In Person,
Fall,2019,0,Dept of Biological Sciences,BIOL,241,161654,71688,LAB,N,24,1,In Person,
Winter,2022,0,Dept of Computer Science,CPSC,217,160416,13449,TUT,N,25,0.96,In Person,
Winter,2021,10046424,Faculty of Science,NEUR,507,161166,16929,LAB,Y,1,1,Web-Based Instruction,PI
Fall,2017,4067120,Dept of Biological Sciences,PLBI,530A,162889,76779,LAB,Y,15,0.133333333,In Person,AL
Fall,2017,10065119,Dept of Math & Stats,MATH,211,125983,71020,LAB,N,52,0.942307692,In Person,PI
Winter,2018,0,Dept of Computer Science,CPSC,449,161195,12333,TUT,N,25,0.92,In Person,
Fall,2018,10107022,Dept of Computer Science,CPSC,575,164012,76268,LEC,Y,30,1.033333333,In Person,PI
Winter,2019,0,Dept of Math & Stats,STAT,217,139102,10141,LAB,N,30,0.966666667,In Person,
Winter,2019,4063046,Dept of Biological Sciences,CMMB,528B,150053,16298,LAB,Y,1,1,Independent Study,AL
Fall,2018,10028494,Department of Geoscience,GLGY,703,122407,75369,LAB,Y,2,0.5,Independent Study,PI
Winter,2018,30047856,Dept of Math & Stats,MATH,267,162783,12856,LAB,N,66,0.909090909,In Person,PI
Winter,2021,0,Dept of Biological Sciences,ZOOL,401,163529,12851,LAB,N,24,0.833333333,Web-Based Instruction,
Fall,2020,0,Dept of Math & Stats,MATH,249,125996,70016,LAB,N,56,0.964285714,Web-Based Instruction,
Summer,2018,30025658,Dept of Math & Stats,STAT,205,162564,50184,TUT,N,30,0.8,In Person,PI
Fall,2018,4031730,Dept of Biological Sciences,BCEM,530A,103091,76252,LAB,Y,18,0.888888889,In Person,AL
Winter,2021,10177616,Department of Geoscience,GOPH,457,122656,10446,LEC,Y,12,1,Web-Based Instruction,PI
Summer,2020,0,Dept of Physics & Astronomy,PHYS,259,132717,50442,LAB,N,22,0.590909091,Web-Based Instruction,
Fall,2018,0,Dept of Biological Sciences,BIOL,241,161654,71822,LAB,N,24,0.958333333,In Person,
Fall,2018,30029247,Dept of Computer Science,CPSC,418,161676,71578,TUT,N,25,1,In Person,TA
Winter,2018,4042415,Dept of Biological Sciences,CMMB,507,150052,16556,LAB,Y,18,0.944444444,In Person,AL
Fall,2019,0,Dept of Math & Stats,STAT,213,139100,70113,LAB,N,30,1,In Person,
Fall,2018,4024449,Department of Geoscience,GLGY,201,122140,72232,LAB,N,18,1,In Person,AL
Winter,2018,10141557,Dept of Chemistry,CHEM,201,104793,11290,LAB,N,20,0.8,In Person,TA
Winter,2019,4215433,Dept of Biological Sciences,BIOL,451,103241,12708,LEC,Y,108,0.916666667,In Person,AL
Winter,2021,0,Dept of Computer Science,CPSC,217,160416,14432,TUT,N,30,1,Web-Based Instruction,
Fall,2018,293835,Dept of Physics & Astronomy,PHYS,211,132690,70808,LEC,Y,230,0.995652174,In Person,PI
Spring,2019,0,Dept of Chemistry,CHEM,201,104793,30140,LAB,N,20,0.7,In Person,
Fall,2021,0,Dept of Chemistry,CHEM,351,104832,70931,LAB,N,20,1,In Person,
Fall,2017,0,Dept of Biological Sciences,BIOL,311,103211,70195,LAB,N,25,0.88,In Person,
Fall,2020,0,Dept of Physics & Astronomy,PHYS,227,160444,71278,LAB,N,24,0.916666667,Web-Based Instruction,
Fall,2018,4195602,Dept of Physics & Astronomy,PHYS,341,132737,70843,LEC,Y,84,0.952380952,In Person,PI
Fall,2017,0,Dept of Physics & Astronomy,PHYS,221,132696,71902,LAB,N,9,1,In Person,
Winter,2018,30045813,Dept of Math & Stats,STAT,213,139100,10069,LAB,N,30,0.966666667,In Person,PI
Winter,2018,4211772,Dept of Biological Sciences,BCEM,530B,103090,16549,LAB,Y,15,0.6,In Person,AL
