term_desc,Year,Emplid,academic_organization_desc,subject,Catalog_Nbr,course_id,class_nbr,ssr_component,Primary_Component_Ind,Enrollment_Capacity,Total_Over_Capacity,Instruction_Mode_Desc,Instructor_Role
Fall,2018,0,Dept of Math & Stats,MATH,275,162784,72646,LAB,N,76,0.868421053,In Person,
Winter,2020,4049630,Dept of Biological Sciences,CMMB,543,106022,24216,LEC,Y,40,0.475,In Person,PI
Winter,2018,0,Dept of Chemistry,CHEM,357,104837,13434,TUT,N,40,0.925,In Person,
Fall,2019,0,Dept of Physics & Astronomy,PHYS,369,132748,72793,LAB,N,24,1,In Person,
Spring,2018,10177952,Dept of Physics & Astronomy,PHYS,221,132696,30206,LAB,N,6,0.833333333,In Person,PI
Winter,2018,289476,Department of Geoscience,GLGY,202,162255,12263,LAB,N,18,0.777777778,In Person,PI
Fall,2017,0,Dept of Biological Sciences,BIOL,311,103211,76303,LAB,N,20,0.1,In Person,
Fall,2019,30047514,Dept of Computer Science,CPSC,355,161194,72021,TUT,N,25,1,In Person,TA
Fall,2019,4263326,Dept of Chemistry,CHEM,409,104862,70324,LEC,Y,150,0.853333333,In Person,PI
Winter,2022,0,Dept of Biological Sciences,BIOL,243,161577,11296,LAB,N,24,1,In Person,
Winter,2018,10164430,Dept of Chemistry,CHEM,209,104797,11275,LAB,N,20,1,In Person,TA
Winter,2022,303398,Faculty of Science,NEUR,479,163009,12059,LEC,Y,15,0.666666667,In Person,PI
Fall,2017,10055955,Dept of Chemistry,CHEM,311,104817,70233,LAB,N,24,0.833333333,In Person,TA
Fall,2019,4024817,Dept of Biological Sciences,CMMB,528A,150499,76966,LAB,Y,1,1,Independent Study,AL
Winter,2018,10182227,Department of Geoscience,GLGY,509,163535,17277,LAB,Y,1,1,Independent Study,PI
Winter,2022,10187415,Dept of Physics & Astronomy,PHYS,593,162792,14383,LEC,Y,30,0.1,In Person,PI
Winter,2022,10191284,Dept of Math & Stats,MATH,211,125983,10735,LEC,Y,120,0.991666667,In Person,PI
Winter,2021,4207063,Dept of Math & Stats,STAT,601,150482,16829,LEC,Y,30,0.4,Web-Based Instruction,PI
Spring,2019,10184456,Dept of Math & Stats,MATH,267,162783,30336,LEC,Y,114,0.929824561,In Person,PI
Winter,2018,10050512,Department of Geoscience,GOPH,355,122647,10584,LAB,N,20,0.5,In Person,PI
Summer,2021,0,Dept of Biological Sciences,BIOL,243,161577,50119,LAB,N,26,0.923076923,Web-Based Instruction,
Winter,2019,0,Dept of Physics & Astronomy,PHYS,223,132698,10737,LAB,N,24,0.625,In Person,
Fall,2018,4076818,Dept of Physics & Astronomy,PHYS,598A,132820,71166,LAB,Y,30,0.6,Directed Research,PI
Winter,2018,4107633,Department of Geoscience,GOPH,559,122679,10933,LAB,N,27,1,In Person,PI
Winter,2021,0,Dept of Computer Science,CPSC,359,162328,11647,TUT,N,24,0.666666667,Web-Based Instruction,
Winter,2020,961922,Dept of Biological Sciences,CMMB,528B,150053,25118,LAB,Y,1,1,Independent Study,AL
Winter,2022,10000379,Dept of Biological Sciences,CMMB,530B,106018,14468,LAB,Y,1,1,Senior Project,PI
Fall,2021,0,Dept of Biological Sciences,BIOL,311,103211,70138,LAB,N,24,1,Web-Based Instruction,
Fall,2017,0,Dept of Chemistry,CHEM,209,104797,70224,TUT,N,40,0.9,In Person,
Winter,2021,0,Dept of Computer Science,SENG,300,163551,13364,TUT,N,27,1,Web-Based Instruction,
Winter,2021,10031885,Dept of Biological Sciences,CMMB,545,161616,12602,LEC,Y,70,0.714285714,Web-Based Instruction,AL
Fall,2019,30069351,Dept of Math & Stats,MATH,249,125996,70087,LAB,N,56,1,In Person,TA
Fall,2021,4210591,Dept of Math & Stats,MATH,275,162784,76142,LEC,Y,100,0.49,In Person,PI
Winter,2020,338710,University of Calgary - Qatar,STAT,205,162564,25197,LEC,Y,36,0.944444444,In Person,PI
Summer,2018,977583,Dept of Computer Science,DATA,201,163972,50792,LEC,Y,90,0.555555556,In Person,PI
Fall,2017,10001705,Dept of Biological Sciences,CMMB,528A,150499,77357,LAB,Y,1,1,Independent Study,AL
Fall,2021,0,Dept of Math & Stats,MATH,273,160827,72612,TUT,N,40,0.35,Web-Based Instruction,
Fall,2017,0,Dept of Biological Sciences,ZOOL,403,163530,76045,LAB,N,24,0.833333333,In Person,
Fall,2021,10036000,Dept of Biological Sciences,BIOL,311,103211,70122,LEC,Y,288,1,Web-Based Instruction,AL
Winter,2018,30026365,Dept of Computer Science,CPSC,441,107225,10344,TUT,N,25,1,In Person,TA
Fall,2021,0,Dept of Computer Science,CPSC,453,107229,70278,TUT,N,23,1,Web-Based Instruction,
Winter,2018,10050658,Faculty of Science,NEUR,506B,162998,16912,LAB,Y,1,1,Independent Study,PI
Fall,2018,959240,Dept of Biological Sciences,CMMB,443,105376,70395,LEC,Y,36,0.916666667,In Person,AL
Winter,2022,0,Dept of Computer Science,CPSC,251,164537,16170,TUT,N,24,1,In Person,
Fall,2020,0,Dept of Computer Science,CPSC,630,161627,75901,TUT,N,7,0.571428571,Web-Based Instruction,
Fall,2019,0,Dept of Math & Stats,MATH,413,163991,74443,TUT,N,75,0.933333333,In Person,
Winter,2021,0,Dept of Math & Stats,MATH,367,162786,12315,TUT,N,47,1,Web-Based Instruction,
Fall,2021,0,Dept of Math & Stats,MATH,249,125996,70013,LAB,N,240,0.908333333,Web-Based Instruction,
Fall,2020,0,Dept of Math & Stats,STAT,213,139100,70045,LAB,N,30,1,Web-Based Instruction,
Winter,2018,0,Dept of Biological Sciences,BIOL,451,103241,13091,TUT,N,18,0.944444444,In Person,
Spring,2021,10187343,Dept of Math & Stats,ACSC,327,100090,31190,LEC,Y,40,0.875,Web-Based Instruction,PI
Winter,2018,4062058,Dept of Math & Stats,ACSC,513,163266,14503,LEC,Y,30,0.966666667,In Person,PI
Fall,2018,0,Dept of Physics & Astronomy,PHYS,221,132696,71769,LAB,N,9,1,In Person,
Winter,2021,10062161,Dept of Math & Stats,STAT,217,139102,10057,LEC,Y,240,0.983333333,Web-Based Instruction,PI
Winter,2022,0,Faculty of Science,NEUR,478,163007,12061,LAB,N,7,0.571428571,In Person,
Winter,2020,30025850,Dept of Math & Stats,MATH,267,162783,20799,LAB,N,61,1,In Person,PI
Fall,2021,4057974,Dept of Biological Sciences,BIOL,530A,163277,76280,LAB,Y,1,1,Senior Project,PI
Winter,2021,10177722,Dept of Math & Stats,STAT,633,139217,13204,LEC,Y,15,0.333333333,Web-Based Instruction,PI
Winter,2019,4012152,Dept of Biological Sciences,BCEM,541,163271,14158,LEC,Y,15,0.4,In Person,AL
Winter,2020,10170054,Dept of Computer Science,CPSC,601,150075,25289,LEC,Y,5,0.8,In Person,PI
Fall,2019,0,Dept of Physics & Astronomy,PHYS,221,132696,71623,LAB,N,3,1,In Person,
Winter,2022,30154117,Dept of Computer Science,CPSC,319,161617,11434,TUT,N,25,1.04,In Person,TA
Fall,2019,0,Dept of Biological Sciences,CMMB,421,105373,72081,TUT,N,15,0.666666667,In Person,
Winter,2019,0,Dept of Biological Sciences,BIOL,331,103218,11296,TUT,N,27,1,In Person,
Winter,2020,30053697,Dept of Computer Science,CPSC,411,107215,24290,TUT,N,33,0.727272727,In Person,TA
Fall,2020,10030708,Dept of Biological Sciences,BIOL,607,150034,77236,LEC,Y,1,1,Web-Based Instruction,PI
Winter,2020,4063046,Dept of Biological Sciences,BCEM,528B,150032,24995,LAB,Y,1,1,Independent Study,PI
Fall,2019,263833,Faculty of Science,SCIE,601,163839,73996,LEC,Y,35,1,In Person,PI
Fall,2020,0,Dept of Math & Stats,MATH,211,125983,70798,LAB,N,55,1.072727273,Web-Based Instruction,
Winter,2022,4048682,Dept of Computer Science,CPSC,399,163309,15846,LEC,Y,30,1,In Person,PI
Spring,2021,0,Dept of Physics & Astronomy,PHYS,211,132690,30136,LAB,N,18,0.888888889,Web-Based Instruction,
Winter,2020,4268671,Dept of Chemistry,CHEM,689,150048,24946,LEC,Y,15,0.4,In Person,PI
Fall,2020,4037468,Dept of Biological Sciences,ZOOL,697,162597,76583,TUT,N,25,0.04,Web-Based Instruction,PI
Fall,2019,30093481,Dept of Math & Stats,ACSC,325,100089,70146,TUT,N,40,1,In Person,TA
Fall,2020,0,Dept of Chemistry,CHEM,311,104817,70178,LAB,N,20,0.95,Blended Learning,
Winter,2022,0,Dept of Computer Science,CPSC,471,107234,12785,TUT,N,25,0.76,Blended Learning,
Fall,2020,30028092,Dept of Computer Science,CPSC,471,107234,70297,TUT,N,30,1.1,Web-Based Instruction,TA
Spring,2022,0,Dept of Physics & Astronomy,PHYS,211,132690,1136,LAB,N,19,0.210526316,In Person,
Fall,2020,4185501,Dept of Physics & Astronomy,ASPH,401,102651,73617,LEC,Y,40,0.525,Web-Based Instruction,PI
Fall,2019,30100636,Dept of Math & Stats,MATH,211,125983,70926,LAB,N,58,1,In Person,TA
Winter,2018,10024806,Dept of Biological Sciences,CMMB,507,150052,17290,LAB,Y,1,1,Independent Study,AL
Winter,2022,4256868,Dept of Biological Sciences,ECOL,528B,150095,16002,LAB,Y,1,1,Directed Research,PI
Fall,2020,0,Dept of Physics & Astronomy,PHYS,341,132737,72863,LAB,N,28,1,Web-Based Instruction,
Fall,2017,0,Dept of Biological Sciences,BIOL,241,161654,71969,LAB,N,24,1,In Person,
Fall,2019,0,Dept of Chemistry,CHEM,203,104794,71149,LAB,N,20,1,In Person,
Winter,2021,0,Dept of Chemistry,CHEM,471,104887,11008,LAB,N,10,1,In Person,
Winter,2022,10142413,Dept of Computer Science,CPSC,351,164538,15722,LEC,Y,150,0.933333333,In Person,PI
Winter,2018,10162638,Dept of Chemistry,CHEM,333,104826,11353,LAB,N,20,0.75,In Person,TA
Summer,2022,0,Dept of Math & Stats,MATH,271,126002,1117,TUT,N,48,0.5625,Web-Based Instruction,
Winter,2021,0,Dept of Physics & Astronomy,PHYS,223,132698,10558,LAB,N,24,1,Web-Based Instruction,
Winter,2018,4195602,Dept of Physics & Astronomy,PHYS,697,150378,16126,LEC,Y,5,0.6,Independent Study,PI
Winter,2020,4131185,Dept of Biological Sciences,BCEM,403,102718,18702,LEC,Y,60,0.333333333,In Person,AL
Winter,2018,10075087,Dept of Math & Stats,MATH,331,126015,10045,TUT,N,30,0.433333333,In Person,PI
Fall,2017,30042345,Dept of Computer Science,SENG,511,136350,72722,LAB,N,19,0.894736842,In Person,TA
Winter,2022,4222653,Faculty of Science,NEUR,511,161167,11327,LEC,Y,30,0.8,In Person,PI
Winter,2019,4093065,Faculty of Science,NEUR,507,161166,16553,LAB,Y,1,1,Independent Study,AL
Fall,2018,4211772,Dept of Biological Sciences,BCEM,528A,150494,76284,LAB,Y,1,1,Independent Study,PI
Winter,2019,0,Dept of Chemistry,CHEM,201,104793,11232,LAB,N,20,1,In Person,
Fall,2020,10135542,Dept of Computer Science,CPSC,413,107216,73566,TUT,N,27,1,Web-Based Instruction,TA
Winter,2018,30019720,Dept of Math & Stats,MATH,277,162785,12886,LAB,N,76,0.710526316,In Person,PI
Spring,2022,0,Dept of Computer Science,CPSC,449,161195,2046,TUT,N,24,0.958333333,In Person,
Fall,2017,0,Dept of Physics & Astronomy,PHYS,211,132690,71882,LAB,N,15,1,In Person,
Spring,2020,0,Dept of Computer Science,CPSC,457,107231,31285,TUT,N,30,1,Web-Based Instruction,
Fall,2019,10024405,Dept of Physics & Astronomy,PHYS,371,161661,76109,LEC,Y,200,1,In Person,PI
Fall,2020,4050585,Dept of Math & Stats,ACSC,437,163264,72823,LEC,Y,45,0.888888889,Web-Based Instruction,PI
Fall,2017,0,Dept of Chemistry,CHEM,331,104824,70243,LAB,N,22,1,In Person,
Fall,2021,0,Dept of Computer Science,CPSC,329,161618,73402,TUT,N,25,1,Blended Learning,
Fall,2020,4145557,Dept of Biological Sciences,BIOL,241,161654,71469,LEC,Y,227,0.955947137,Web-Based Instruction,AL
Fall,2018,10051993,Faculty of Science,ENSC,505,150163,76797,LAB,Y,1,1,Independent Study,PI
Winter,2019,959240,Dept of Biological Sciences,CMMB,507,150052,16701,LAB,Y,1,1,Independent Study,AL
Fall,2019,10164732,Dept of Chemistry,CHEM,515,104914,70332,LAB,N,9,0.777777778,In Person,TA
Winter,2019,10145227,Dept of Biological Sciences,CMMB,528B,150053,16231,LAB,Y,1,1,Independent Study,AL
Winter,2019,10182397,Department of Geoscience,GLGY,445,162977,13405,LAB,N,18,0.888888889,In Person,PI
Fall,2018,289476,Department of Geoscience,GLGY,305,160831,76069,TUT,N,250,1,In Person,PI
Winter,2021,4207905,Dept of Biological Sciences,BCEM,341,102708,10106,LEC,Y,160,1,Web-Based Instruction,AL
Winter,2022,0,Dept of Math & Stats,MATH,265,162782,11794,LAB,N,248,0.975806452,Web-Based Instruction,
Winter,2022,0,Dept of Chemistry,CHEM,201,104793,14203,LAB,N,20,0.95,In Person,
Winter,2022,0,Dept of Physics & Astronomy,PHYS,223,132698,10542,LAB,N,24,0.958333333,In Person,
Fall,2020,30042345,Dept of Computer Science,SENG,511,136350,70762,LAB,N,31,0.838709677,Web-Based Instruction,TA
Fall,2020,30103555,Dept of Computer Science,CPSC,231,107164,70274,TUT,N,24,1,Web-Based Instruction,TA
Winter,2019,4044067,Dept of Math & Stats,MATH,371,163988,15741,LEC,Y,30,0.866666667,In Person,PI
Winter,2022,10182397,Department of Geoscience,GLGY,445,162977,15546,LAB,N,16,0.4375,In Person,PI
Winter,2018,4107633,Department of Geoscience,GOPH,559,122679,10599,LAB,N,27,1,In Person,PI
Fall,2019,946786,Faculty of Science,NEUR,474,163962,75858,LEC,Y,11,0.636363636,In Person,PI
Winter,2019,4048682,Dept of Computer Science,ISEC,621,164142,16459,LEC,Y,29,0.103448276,In Person,PI
Winter,2019,30025850,Dept of Math & Stats,ACSC,531,163274,13373,LEC,Y,30,1,In Person,TA
Winter,2019,0,Faculty of Science,SCIE,301,161942,12007,TUT,N,20,0.95,In Person,
Winter,2019,0,Dept of Biological Sciences,ZOOL,463,139505,11822,LAB,N,24,1,In Person,
Fall,2020,4121658,Department of Geoscience,GLGY,471,122209,76063,LAB,N,20,1,Web-Based Instruction,PI
Fall,2020,4037468,Dept of Biological Sciences,ZOOL,461,139504,70705,LEC,Y,216,0.856481481,Web-Based Instruction,AL
Fall,2017,30049200,Dept of Computer Science,CPSC,203,107154,70338,TUT,N,25,0.96,In Person,TA
Fall,2019,4037468,Dept of Biological Sciences,ZOOL,528A,150521,76745,LAB,Y,1,1,Independent Study,AL
Fall,2020,315174,Dept of Chemistry,CHEM,203,104794,76102,LAB,N,20,1,Web-Based Instruction,PI
Winter,2021,861469,Dept of Computer Science,CPSC,233,107165,11562,LEC,Y,120,1,Web-Based Instruction,PI
Winter,2020,10023455,Dept of Computer Science,CPSC,359,162328,20467,TUT,N,23,0.956521739,In Person,TA
Winter,2020,0,Dept of Physics & Astronomy,PHYS,259,132717,21334,LAB,N,24,0.875,In Person,
Fall,2017,4012152,Dept of Biological Sciences,BCEM,507,150031,77036,LAB,Y,1,1,Independent Study,AL
Winter,2019,0,Dept of Chemistry,CHEM,353,104833,10278,LAB,N,20,0.9,In Person,
Fall,2018,4187102,Dept of Computer Science,CPSC,594A,107303,71132,LEC,Y,30,0.6,In Person,PI
Fall,2019,10120225,Dept of Computer Science,CPSC,217,160416,71188,TUT,N,26,0.961538462,In Person,TA
Winter,2019,0,Dept of Computer Science,CPSC,503.04,162557,12324,LAB,N,5,0.6,In Person,
Fall,2021,0,Dept of Math & Stats,STAT,213,139100,70064,LAB,N,30,1,Web-Based Instruction,
Fall,2021,4187102,Dept of Computer Science,SENG,511,136350,70693,LEC,Y,125,0.88,Web-Based Instruction,PI
Fall,2018,0,Dept of Physics & Astronomy,PHYS,221,132696,71753,LAB,N,9,1,In Person,
Winter,2019,0,Dept of Math & Stats,STAT,217,139102,10133,LAB,N,29,1,In Person,
Winter,2020,0,Dept of Physics & Astronomy,PHYS,259,132717,19209,LAB,N,24,1,In Person,
Fall,2018,0,Dept of Math & Stats,STAT,213,139100,70159,LAB,N,30,1,In Person,
Fall,2019,4187001,Dept of Computer Science,CPSC,601,150075,76751,LEC,Y,15,0.2,In Person,PI
Fall,2018,0,Dept of Chemistry,CHEM,201,104793,71217,LAB,N,20,1,In Person,
Fall,2018,0,Dept of Math & Stats,STAT,213,139100,70167,LAB,N,30,1,In Person,
Winter,2019,289476,Department of Geoscience,GLGY,202,162255,12031,LAB,N,16,0.9375,In Person,PI
Fall,2021,10151851,Dept of Math & Stats,STAT,205,162564,71721,LEC,Y,60,1,Web-Based Instruction,PI
Fall,2021,507772,Dept of Computer Science,CPSC,530,161622,74083,TUT,N,28,0.964285714,Web-Based Instruction,PI
Summer,2018,4121658,Department of Geoscience,GLGY,337,122167,50281,LAB,Y,16,1,Field School,PI
Fall,2021,10167991,Department of Geoscience,GLGY,201,122140,71720,LAB,N,20,0.95,In Person,PI
Winter,2019,0,Dept of Chemistry,CHEM,471,104887,10314,LAB,N,10,0.9,In Person,
Winter,2020,10104407,Dept of Computer Science,CPSC,359,162328,24336,TUT,N,21,0.952380952,In Person,TA
Winter,2021,0,Dept of Chemistry,CHEM,209,104797,10933,LAB,N,20,0.8,Web-Based Instruction,
Fall,2018,0,Dept of Biological Sciences,BIOL,607,150034,76941,LAB,Y,1,1,Independent Study,
Fall,2018,10087269,Dept of Computer Science,CPSC,231,107164,70422,TUT,N,30,0.966666667,In Person,TA
Fall,2018,30005132,Dept of Math & Stats,MATH,265,162782,72622,LAB,N,30,1,In Person,PI
Fall,2017,0,Faculty of Science,NEUR,478,163007,73607,LAB,N,11,1,In Person,TA
Spring,2022,10176697,Dept of Physics & Astronomy,PHYS,371,161661,2058,LEC,Y,120,0.55,In Person,PI
Fall,2021,4067780,Dept of Computer Science,ISEC,611,164966,76895,LEC,Y,25,0.76,Web-Based Instruction,PI
Spring,2020,10180622,Dept of Physics & Astronomy,PHYS,211,132690,30143,LAB,N,18,0.944444444,Web-Based Instruction,PI
Winter,2020,4103748,Dept of Biological Sciences,CMMB,530B,106018,23143,LAB,Y,30,0.466666667,Senior Project,AL
Fall,2021,10000559,Dept of Biological Sciences,ZOOL,528A,150521,77051,LAB,Y,1,1,Independent Research,PI
Fall,2018,4092924,Department of Geoscience,GLGY,701,122398,70682,LAB,Y,1,1,Independent Study,PI
Winter,2020,10160679,Dept of Computer Science,CPSC,583,161196,22674,TUT,N,25,1,In Person,TA
Fall,2020,0,Dept of Physics & Astronomy,PHYS,221,132696,71433,LAB,N,8,1,Web-Based Instruction,
Fall,2019,4060445,Dept of Chemistry,CHEM,351,104832,70311,TUT,N,35,1,In Person,PI
Winter,2018,10127805,Faculty of Science,NEUR,401,161162,12161,LAB,Y,15,0.4,In Person,TA
Winter,2018,30046795,Dept of Math & Stats,MATH,277,162785,12874,LAB,N,77,0.883116883,In Person,PI
Spring,2021,0,Dept of Chemistry,CHEM,201,104793,30301,LAB,N,25,0.36,Web-Based Instruction,
Winter,2021,4260151,Dept of Computer Science,CPSC,502.02B,160857,10903,LEC,Y,5,0.6,Web-Based Instruction,PI
Fall,2018,961922,Dept of Biological Sciences,CMMB,528A,150499,76838,LAB,Y,1,1,Independent Study,PI
Winter,2022,4037768,Dept of Physics & Astronomy,PHYS,271,161659,12934,LEC,Y,60,0.983333333,In Person,PI
Fall,2020,0,Dept of Math & Stats,MATH,375,162787,72377,TUT,N,100,1,Web-Based Instruction,
Fall,2019,0,Dept of Math & Stats,STAT,213,139100,70117,LAB,N,30,1,In Person,
Winter,2018,10169221,Dept of Computer Science,CPSC,313,107194,12461,TUT,N,25,0.52,In Person,TA
Fall,2017,10157223,Dept of Computer Science,CPSC,630,161627,76642,TUT,N,10,0.4,In Person,TA
Winter,2018,4165042,Dept of Computer Science,CPSC,599,150074,15774,LEC,Y,20,0.5,In Person,PI
Fall,2021,999773,Faculty of Science,SCIE,311,136324,70619,LEC,Y,30,0.933333333,Blended Learning,PI
Spring,2018,10180319,Department of Geoscience,GOPH,701,122722,31395,LAB,Y,2,1,Independent Study,PI
Winter,2019,10183730,Dept of Computer Science,SENG,300,163551,13881,LEC,Y,124,0.967741935,In Person,PI
Fall,2017,4189009,Dept of Computer Science,CPSC,471,107234,70374,LEC,Y,80,0.85,In Person,PI
Winter,2021,0,Dept of Biological Sciences,BIOL,313,103213,12248,LAB,N,22,1,Web-Based Instruction,
Spring,2018,30027756,Dept of Math & Stats,MATH,211,125983,30493,LAB,N,50,0.94,In Person,PI
Winter,2019,0,Dept of Chemistry,CHEM,201,104793,11227,LAB,N,20,1,In Person,
Winter,2022,4179965,Dept of Chemistry,CHEM,533,104920,12469,LEC,Y,60,0.533333333,In Person,PI
Fall,2019,0,Dept of Chemistry,CHEM,209,104797,70248,TUT,N,40,0.9,In Person,
Winter,2021,10183292,Dept of Math & Stats,MATH,205,125980,10006,LEC,Y,100,0.97,Web-Based Instruction,PI
Fall,2018,30047856,Dept of Math & Stats,MATH,211,125983,70106,LAB,N,58,0.982758621,In Person,TA
Winter,2020,4060445,Dept of Chemistry,CHEM,353,104833,18762,LEC,Y,220,0.563636364,In Person,PI
Winter,2019,0,Dept of Chemistry,CHEM,203,104794,14487,LAB,N,20,0.1,In Person,
Winter,2022,0,Dept of Biological Sciences,CMMB,527,105593,10244,LAB,N,20,1,In Person,
Fall,2017,10010030,Dept of Computer Science,CPSC,217,160416,70903,LEC,Y,167,0.988023952,In Person,PI
Winter,2022,985073,Dept of Physics & Astronomy,PHYS,691.14,162751,11785,SEM,Y,15,0.133333333,Web-Based Instruction,PI
Fall,2019,10000839,Dept of Math & Stats,MATH,603,162987,73372,LEC,Y,15,0.666666667,In Person,PI
Fall,2019,0,Dept of Math & Stats,MATH,271,126002,72937,TUT,N,80,1,In Person,
Winter,2022,0,Dept of Chemistry,CHEM,353,104833,11146,LAB,N,20,0.6,In Person,
Winter,2020,10078143,Dept of Math & Stats,MATH,249,125996,18585,LAB,N,65,0.584615385,In Person,PI
Winter,2021,0,Dept of Physics & Astronomy,ASPH,307,162632,14212,LAB,N,32,1,Web-Based Instruction,
Fall,2017,289476,Department of Geoscience,GLGY,201,122140,70597,LAB,N,20,1,In Person,PI
Fall,2020,0,Dept of Math & Stats,MATH,249,125996,70022,LAB,N,56,1,Web-Based Instruction,
Summer,2018,0,Dept of Biological Sciences,MRSC,502,150312,50909,LEC,Y,1,3,In Person,
Winter,2020,0,Dept of Biological Sciences,BIOL,243,161577,20130,LAB,N,24,0.958333333,In Person,
Winter,2018,10126380,Dept of Math & Stats,STAT,217,139102,10087,LAB,N,30,1,In Person,PI
Winter,2019,0,Dept of Physics & Astronomy,PHYS,223,132698,10754,LAB,N,24,0.958333333,In Person,
Fall,2017,30003718,Dept of Computer Science,SENG,511,136350,70967,LAB,N,19,1,In Person,TA
Fall,2017,0,Dept of Chemistry,CHEM,201,104793,71277,LAB,N,20,0.95,In Person,
Winter,2020,30100636,Dept of Math & Stats,MATH,211,125983,18580,LAB,N,40,1,In Person,PI
Winter,2020,10182227,Department of Geoscience,GLGY,701,122398,25291,LAB,Y,1,1,Independent Study,PI
Fall,2020,0,Dept of Physics & Astronomy,PHYS,369,132748,72481,LAB,N,24,1,Web-Based Instruction,
Winter,2018,10177616,Department of Geoscience,GOPH,457,122656,10590,LEC,Y,48,0.8125,In Person,PI
Winter,2021,0,Department of Geoscience,GLGY,202,162255,11628,LAB,N,25,1,Web-Based Instruction,
Winter,2019,0,Dept of Computer Science,CPSC,502.05B,160860,11179,LAB,N,5,0.2,In Person,
Fall,2017,959240,Dept of Biological Sciences,BIOL,607,150034,77199,LAB,Y,1,1,Independent Study,AL
Fall,2021,10081994,Dept of Physics & Astronomy,PHYS,507,132782,73454,LEC,Y,25,0.36,In Person,PI
Fall,2021,0,Dept of Computer Science,DATA,201,163972,73016,LAB,N,32,1,In Person,
Fall,2018,4286742,Department of Geoscience,GLGY,577,122310,73380,LAB,N,14,0.785714286,In Person,PI
Fall,2017,4042415,Dept of Biological Sciences,CMMB,507,150052,77058,LAB,Y,1,1,Independent Study,PI
Winter,2020,30046795,Dept of Math & Stats,MATH,331,126015,18600,TUT,N,30,1,In Person,PI
Fall,2018,4207905,Dept of Biological Sciences,BCEM,530A,103091,76252,LAB,Y,18,0.888888889,In Person,AL
Winter,2020,10183292,Dept of Math & Stats,MATH,265,162782,21312,LEC,Y,60,0.316666667,In Person,PI
Fall,2017,0,Dept of Chemistry,CHEM,351,104832,71533,LAB,N,20,1,In Person,
Winter,2020,10121854,Dept of Biological Sciences,PLBI,327,162800,21119,LEC,Y,48,1,In Person,AL
Winter,2021,0,Dept of Biological Sciences,PLBI,507,162804,15780,LAB,Y,30,0.133333333,In Person,
Fall,2021,0,Dept of Biological Sciences,ZOOL,403,163530,72707,LAB,N,24,0.958333333,In Person,
Winter,2022,0,Dept of Physics & Astronomy,PHYS,497,160468,10992,LAB,N,12,0.833333333,In Person,
Spring,2019,30015881,Dept of Computer Science,CPSC,449,161195,30568,TUT,N,28,0.928571429,In Person,TA
Spring,2020,0,Dept of Math & Stats,STAT,217,139102,30073,LAB,N,40,1,Web-Based Instruction,
Winter,2020,0,Dept of Biological Sciences,BIOL,401,163752,22522,TUT,N,20,1,In Person,
Fall,2018,4039578,Dept of Math & Stats,MATH,545,162294,73238,LEC,Y,15,0.533333333,In Person,PI
Fall,2021,4018358,Faculty of Science,DATA,693,165273,77005,LAB,Y,50,0.66,Practicum,PI
Fall,2020,10182397,Department of Geoscience,GLGY,510A,150511,77164,LAB,Y,1,1,Web-Based Instruction,PI
Winter,2022,4248363,Faculty of Science,NEUR,478,163007,12058,LEC,Y,10,0.5,In Person,PI
Fall,2019,10001705,Dept of Biological Sciences,ZOOL,528A,150521,76947,LAB,Y,1,1,Independent Study,PI
Winter,2022,0,Dept of Math & Stats,MATH,367,162786,12080,TUT,N,40,1,In Person,
Winter,2018,4054873,Dept of Biological Sciences,BCEM,507,150031,17216,LAB,Y,1,1,Independent Study,AL
Fall,2017,0,Dept of Math & Stats,MATH,267,162783,73385,TUT,N,120,0.916666667,In Person,
Fall,2020,0,Dept of Chemistry,CHEM,453,104881,73296,LAB,N,20,0.2,Blended Learning,
Winter,2020,4299013,Dept of Biological Sciences,BCEM,393,102715,24037,LAB,N,20,1,In Person,TA
Winter,2021,4223085,Dept of Biological Sciences,BIOL,530B,163276,16044,LAB,Y,1,7,Senior Project,PI
Winter,2020,0,Dept of Chemistry,CHEM,201,104793,22153,LAB,N,20,0.05,In Person,
Winter,2020,30048319,Dept of Math & Stats,MATH,319,163982,22943,TUT,N,35,1,In Person,PI
Winter,2020,10031885,Dept of Biological Sciences,CMMB,545,161616,21497,LEC,Y,70,0.814285714,In Person,AL
Fall,2017,30050507,Dept of Math & Stats,STAT,213,139100,71457,TUT,N,83,0.975903614,In Person,PI
Winter,2019,0,Dept of Chemistry,CHEM,353,104833,10271,LAB,N,20,0.5,In Person,
Fall,2018,4180762,Dept of Computer Science,CPSC,589,107296,75834,LEC,Y,30,0.633333333,In Person,PI
Fall,2021,4044906,Dept of Computer Science,CPSC,355,161194,70990,LEC,Y,123,0.951219512,In Person,PI
Fall,2019,30093481,Dept of Math & Stats,ACSC,437,163264,73192,LEC,Y,45,0.577777778,In Person,TA
Winter,2018,0,Dept of Math & Stats,MATH,267,162783,12860,LAB,N,61,0.606557377,In Person,
Winter,2022,4076818,Dept of Physics & Astronomy,PHYS,599,132822,10701,LAB,Y,20,0.1,Directed Research,PI
Fall,2018,10058412,Dept of Chemistry,CHEM,211,161157,71322,LEC,Y,140,0.985714286,In Person,PI
Winter,2020,10177299,Department of Geoscience,GOPH,419,163534,22031,LAB,N,14,0.285714286,In Person,PI
